450,23,5,1323511611
450,26,5,1299176150
151,1,4,1321687665
151,5,5,1299182460
151,6,4,1304925162
151,8,4,1303484755
151,9,5,1303006823
151,12,2,1303544727
151,13,4,1320586608
151,20,2,1318159719
151,22,4,1324507147
151,23,5,1296506212
151,25,5,1306524841
151,26,5,1314747992
151,27,5,1297858496
52,3,2,1296046408
52,5,3,1316604078
52,6,3,1297737788
52,8,3,1324398763
52,16,3,1307388588
52,17,3,1302836467
52,19,3,1318100861
52,20,3,1296228686
52,22,3,1293946758
52,23,3,1321328317
52,24,3,1316893326
3,1,5,1294655035
3,3,5,1302143644
3,4,4,1323692171
3,5,4,1302055238
3,6,3,1304226407
3,7,3,1294247257
3,9,3,1322472775
3,12,4,1311499667
3,19,4,1306161765
3,20,3,1306528643
3,22,5,1303083391
3,23,5,1308232867
908,1,4,1300895941
908,2,3,1296864039
908,3,4,1315882177
908,4,4,1319531148
908,5,2,1320537174
908,8,3,1322789554
908,11,5,1315855204
908,12,4,1304259084
908,13,5,1320709832
908,14,5,1295172101
908,15,5,1316221120
908,19,5,1320814981
908,20,2,1302008582
908,22,4,1315529616
908,23,4,1302056228
908,26,5,1297420222
908,27,5,1300576648
913,1,3,1311341689
913,4,4,1296658426
913,5,5,1324913403
913,6,5,1311747692
913,9,5,1300207442
913,12,4,1313239285
913,14,3,1323739182
913,20,4,1320195985
913,22,4,1303221834
913,23,3,1303448550
913,24,3,1304860969
913,26,5,1301438902
913,27,5,1316665543
777,2,4,1311439663
777,6,4,1315958855
777,7,4,1313155498
777,8,5,1305071492
777,9,5,1304020241
777,14,5,1319256777
777,17,3,1323239635
777,18,4,1321937068
777,19,5,1322697650
777,20,3,1294649065
777,21,4,1296176374
777,22,5,1307395284
777,26,5,1300420517
777,27,4,1305051814
292,1,5,1295903861
292,3,4,1300010633
292,4,4,1300905986
292,5,5,1314762407
292,6,5,1301007729
292,7,4,1298710413
292,8,5,1310683702
292,12,3,1318856910
292,13,5,1298003706
292,14,5,1314945543
292,15,5,1319496317
292,17,4,1320261162
292,19,5,1313781208
292,20,1,1311865739
292,22,4,1309707918
292,23,4,1319854391
292,26,5,1303607274
272,1,5,1295992554
272,3,4,1316595578
272,4,4,1318089237
272,5,3,1312446676
272,6,4,1301714290
272,7,5,1301285671
272,8,5,1297516463
272,9,5,1315033013
272,10,4,1323515532
272,12,4,1298485532
272,13,5,1313004234
272,15,4,1305220478
272,16,3,1297966613
272,17,4,1296285357
272,19,5,1324641825
272,20,4,1296786415
272,22,4,1310138284
272,23,5,1300076142
272,24,5,1296612383
272,25,3,1314218111
272,26,4,1316710630
272,27,5,1310394784
254,5,4,1324243185
254,12,4,1304060603
831,1,3,1321256911
831,3,5,1311070010
831,4,5,1314743551
831,8,3,1317619793
831,9,5,1299628616
831,10,4,1304749245
831,15,4,1310645217
831,17,5,1313755460
831,20,5,1303086548
831,24,5,1310110725
831,27,5,1304353636
236,3,2,1319770672
236,5,5,1315554190
236,6,5,1322791728
236,7,5,1318200693
236,8,5,1306086775
236,9,4,1313269542
236,12,5,1295090863
236,16,4,1311698421
236,17,4,1315890422
236,18,4,1323067515
236,20,5,1311432148
236,23,4,1295189552
236,26,5,1323216598
236,27,3,1300436235
445,1,1,1316552685
445,2,3,1306411791
445,3,5,1311138249
445,4,3,1317226000
445,5,3,1303873543
445,6,5,1307990034
445,7,2,1300195054
445,8,3,1303596088
445,9,5,1322840144
445,10,2,1309685028
445,11,4,1321409655
445,12,3,1321896492
445,13,5,1305859156
445,14,5,1322560987
445,15,4,1295113695
445,16,2,1303490528
445,17,5,1321383301
445,18,5,1298934824
445,19,4,1311296095
445,20,5,1301186166
445,21,4,1303030973
445,22,5,1296238292
445,23,3,1304576781
445,24,3,1301691494
445,25,4,1319121304
445,26,5,1293941729
445,27,5,1305467237
437,1,5,1319372628
437,5,4,1297411216
437,7,4,1310452053
437,12,3,1306067061
437,16,4,1310106147
437,20,4,1310314299
437,23,4,1294139969
437,27,5,1299273511
705,1,5,1303456531
705,2,5,1293902191
705,3,5,1309625560
705,4,5,1310371563
705,5,5,1310099154
705,6,2,1321431558
705,8,1,1319553254
705,9,5,1313262732
705,10,5,1313623491
705,11,2,1312973735
705,12,5,1302254772
705,13,5,1302753199
705,14,4,1297642206
705,15,5,1316267396
705,20,1,1296180365
705,21,5,1311049214
705,23,3,1311601344
705,24,3,1311887342
705,25,5,1297284086
705,26,5,1294485136
705,27,4,1306132168
952,1,5,1321922938
952,4,4,1297807532
952,6,4,1310420540
952,9,5,1315983892
952,12,5,1299161910
952,13,2,1297059291
952,22,5,1296868447
952,23,3,1317417771
952,24,3,1294544554
952,26,4,1312930283
938,3,2,1320143862
938,5,5,1323493600
938,6,5,1300106475
938,9,5,1300237948
938,17,3,1321748859
938,18,5,1297080036
938,19,4,1325260519
938,20,4,1309046674
938,21,4,1296204340
938,22,4,1303334129
938,23,4,1297228313
938,24,3,1319047802
938,25,4,1325390121
938,26,5,1300256509
938,27,5,1319170402
904,1,3,1317450851
904,5,4,1300963845
904,8,4,1304378671
904,15,5,1297660369
904,23,5,1307970906
904,24,5,1296888718
904,26,2,1317936636
953,3,4,1322307843
953,4,4,1299061424
953,5,4,1297339523
953,6,3,1304395474
953,7,4,1324792376
953,8,5,1323536884
953,10,5,1296178837
953,13,5,1316040444
953,14,5,1308549628
953,15,5,1314110105
953,19,4,1296962590
953,22,4,1307604689
953,23,5,1304418588
953,24,5,1321674235
953,25,5,1313536401
953,26,5,1297755322
805,1,4,1297712473
805,2,5,1301423728
805,3,5,1314891705
805,4,4,1325233659
805,5,5,1306391357
805,6,4,1309361800
805,8,5,1302776403
805,9,5,1304547824
805,11,4,1303847470
805,12,4,1319342602
805,13,4,1305897201
805,16,4,1319840669
805,18,4,1313447025
805,19,4,1325055155
805,20,2,1297789811
805,21,4,1318511268
805,22,4,1297134672
805,23,3,1297766133
805,24,2,1297552670
805,25,4,1323275880
805,26,3,1317901569
805,27,5,1305331268
971,4,4,1308195866
971,5,5,1295057664
971,6,5,1308326149
971,9,5,1324984162
971,17,5,1303950929
971,20,3,1320274340
971,24,3,1314929829
971,26,5,1320854981
799,1,4,1311446250
799,5,5,1320822568
799,6,4,1302129391
799,12,4,1323482268
799,17,4,1306145126
799,23,5,1322714812
799,26,5,1308419078
697,6,3,1317458490
697,8,5,1316716075
697,10,5,1313219333
697,11,4,1310976349
697,15,3,1303494534
697,17,4,1306461591
697,18,4,1308692285
697,21,2,1300495065
697,26,5,1305310539
554,1,5,1302240801
554,5,5,1310872494
554,9,5,1308950393
554,12,5,1317878888
554,17,5,1297159738
554,20,5,1310419014
554,23,5,1310148464
554,24,4,1307350147
554,25,4,1317824927
554,26,5,1320824890
13,1,5,1294492171
13,2,5,1301412498
13,3,5,1312093719
13,5,5,1302943928
13,6,5,1295151965
13,8,5,1301865793
13,20,5,1297346579
13,23,5,1306951694
13,24,5,1300791385
339,4,4,1313086845
339,5,5,1312761705
339,6,4,1319045488
339,7,5,1320448036
339,8,5,1310765840
339,9,5,1301815672
339,10,4,1315486603
339,12,3,1322862601
339,17,2,1315416067
339,20,1,1320902563
339,22,3,1308159698
339,23,3,1310728851
338,1,5,1302924687
338,3,4,1321831727
338,6,3,1311134849
338,8,5,1309444101
338,14,5,1297214779
338,20,4,1315369696
338,23,5,1325017952
338,24,5,1316079888
338,26,5,1293946905
359,5,5,1318049278
359,6,5,1314499200
359,12,4,1318338625
359,14,2,1300237078
359,17,5,1305101636
179,1,1,1318605916
179,3,5,1313744064
179,4,3,1323350414
179,8,5,1319852717
179,12,4,1323627980
179,13,4,1314753588
179,14,5,1310235985
179,23,5,1321587652
179,25,1,1303067529
179,26,5,1322546618
179,27,3,1320537566
179,1,3,1300515166
179,3,5,1301347958
179,4,4,1308538908
179,6,4,1314241933
179,8,4,1312487089
179,14,5,1302246690
179,19,4,1302553179
179,20,1,1316731822
179,23,4,1300294027
179,26,5,1300070064
179,27,3,1303516360
705,1,4,1303638163
705,2,5,1312717842
705,3,3,1312709545
705,4,5,1324862039
705,5,5,1307601035
705,6,1,1322483945
705,7,1,1293934831
705,8,1,1312176788
705,9,5,1317664154
705,10,5,1320038825
705,11,3,1302395323
705,12,4,1294322671
705,13,5,1322883880
705,14,5,1314851676
705,15,5,1320723560
705,16,5,1294234967
705,17,4,1309156589
705,18,2,1317901701
705,19,2,1321104037
705,20,1,1321314102
705,21,3,1299096478
705,22,1,1301659945
705,23,5,1325062976
705,24,5,1300526329
705,25,5,1309791396
705,26,5,1297911672
705,27,5,1317938376
913,1,4,1322884483
913,4,5,1300323168
913,5,5,1297968624
913,6,5,1324092869
913,9,4,1318742002
913,12,3,1315433798
913,20,2,1310065975
913,22,4,1304376982
913,24,3,1301612758
913,27,3,1317125404
